,ht,ht_wins,ht_losses,ht_l10_hits_h,ht_l10_hits_a,ht_l10_rbis_h,ht_l10_rbis_a,ht_l10_ers_h,ht_l10_ers_a,at,at_wins,at_losses,at_l10_hits_h,at_l10_hits_a,at_l10_rbis_h,at_l10_rbis_a,at_l10_ers_h,at_l10_ers_a,home_team_won
0,ARI,0,0,0,0,0,0,0,0,COL,0,0,0,0,0,0,0,0,True
1,ATL,0,0,0,0,0,0,0,0,PHI,0,0,0,0,0,0,0,0,True
2,LAN,0,0,0,0,0,0,0,0,SFN,0,0,0,0,0,0,0,0,False
3,MIA,0,0,0,0,0,0,0,0,CHN,0,0,0,0,0,0,0,0,False
4,NYN,0,0,0,0,0,0,0,0,SLN,0,0,0,0,0,0,0,0,True
5,SDN,0,0,0,0,0,0,0,0,MIL,0,0,0,0,0,0,0,0,False
6,BAL,0,0,0,0,0,0,0,0,MIN,0,0,0,0,0,0,0,0,True
7,KCA,0,0,0,0,0,0,0,0,CHA,0,0,0,0,0,0,0,0,False
8,OAK,0,0,0,0,0,0,0,0,ANA,0,0,0,0,0,0,0,0,True
9,SEA,0,0,0,0,0,0,0,0,CLE,0,0,0,0,0,0,0,0,True
10,TBA,0,0,0,0,0,0,0,0,BOS,0,0,0,0,0,0,0,0,True
11,TEX,0,0,0,0,0,0,0,0,HOU,0,0,0,0,0,0,0,0,False
12,TOR,0,0,0,0,0,0,0,0,NYA,0,0,0,0,0,0,0,0,False
13,ARI,1,0,12,0,8,0,2,0,COL,0,1,0,9,0,2,0,8,True
14,ATL,1,0,9,0,7,0,5,0,PHI,0,1,0,6,0,5,0,7,False
15,CIN,0,0,0,0,0,0,0,0,WAS,0,0,0,0,0,0,0,0,False
16,LAN,0,1,6,0,0,0,1,0,SFN,1,0,0,8,0,1,0,0,False
17,MIA,0,1,8,0,4,0,7,0,CHN,1,0,0,9,0,8,0,3,True
18,SDN,0,1,6,0,1,0,2,0,MIL,1,0,0,10,0,2,0,1,False
19,DET,0,0,0,0,0,0,0,0,PIT,0,0,0,0,0,0,0,0,False
20,OAK,1,0,12,0,6,0,5,0,ANA,0,1,0,13,0,5,0,6,False
21,TBA,1,0,4,0,6,0,4,0,BOS,0,1,0,8,0,4,0,6,False
22,TEX,0,1,6,0,0,0,4,0,HOU,1,0,0,6,0,4,0,1,True
23,TOR,0,1,2,0,1,0,5,0,NYA,1,0,0,11,0,6,0,1,False
24,ARI,2,0,20,0,17,0,9,0,COL,0,2,0,19,0,10,0,17,False
25,ATL,1,1,18,0,11,0,9,0,PHI,1,1,0,16,0,10,0,11,True
26,CIN,0,1,7,0,0,0,2,0,WAS,1,0,0,6,0,2,0,0,False
27,LAN,0,2,7,0,0,0,2,0,SFN,2,0,0,10,0,2,0,0,True
28,MIA,1,1,20,0,6,0,8,0,CHN,1,1,0,17,0,9,0,5,False
29,NYN,1,0,12,0,8,0,4,0,SLN,0,1,0,6,0,4,0,8,True
30,SDN,0,2,18,0,7,0,7,0,MIL,2,0,0,21,0,10,0,7,False
31,BAL,1,0,5,0,3,0,2,0,MIN,0,1,0,8,0,2,0,3,False
32,KCA,0,1,9,0,6,0,14,0,CHA,1,0,0,14,0,14,0,6,False
33,OAK,1,1,19,0,7,0,7,0,ANA,1,1,0,19,0,6,0,7,False
34,SEA,1,0,6,0,2,0,1,0,CLE,0,1,0,5,0,1,0,2,False
35,TBA,1,1,8,0,6,0,5,0,BOS,1,1,0,15,0,5,0,6,False
36,TEX,1,1,16,0,5,0,5,0,HOU,1,1,0,11,0,5,0,6,False
37,TOR,0,2,7,0,3,0,9,0,NYA,2,0,0,19,0,10,0,3,True
38,CIN,0,2,19,0,7,0,15,0,WAS,2,0,0,20,0,15,0,5,False
39,LAN,1,2,11,0,3,0,2,0,SFN,2,1,0,19,0,2,0,3,True
40,MIA,1,2,30,0,12,0,17,0,CHN,2,1,0,30,0,18,0,11,True
41,NYN,2,0,23,0,14,0,6,0,SLN,0,2,0,13,0,6,0,14,False
42,BAL,1,1,8,0,5,0,7,0,MIN,1,1,0,17,0,7,0,5,False
43,DET,0,1,14,0,9,0,11,0,PIT,1,0,0,17,0,11,0,10,False
44,DET,0,2,16,0,9,0,12,0,PIT,2,0,0,23,0,12,0,10,False
45,OAK,1,2,27,0,10,0,14,0,ANA,2,1,0,31,0,14,0,10,False
46,SEA,1,1,16,0,7,0,7,0,CLE,1,1,0,11,0,7,0,7,True
47,TBA,1,2,16,0,8,0,7,0,BOS,2,1,0,22,0,7,0,8,False
48,TEX,1,2,21,0,8,0,14,0,HOU,2,1,0,25,0,14,0,9,False
49,TOR,1,2,16,0,7,0,12,0,NYA,2,1,0,23,0,13,0,7,True
50,ARI,2,1,25,0,18,0,11,0,LAN,2,2,24,0,11,0,2,0,True
51,ATL,2,1,37,0,25,0,11,0,WAS,3,0,0,28,0,21,0,10,False
52,CIN,0,3,26,0,11,0,21,0,CHN,2,2,0,38,0,18,0,17,True
53,MIA,2,2,38,0,17,0,17,0,BOS,3,1,0,28,0,9,0,9,False
54,MIL,3,0,0,33,0,17,0,10,SLN,1,2,0,22,0,11,0,15,False
55,PIT,3,0,0,33,0,19,0,16,MIN,2,1,0,27,0,13,0,5,True
56,SDN,0,3,24,0,10,0,14,0,COL,1,2,0,25,0,12,0,17,False
57,ANA,3,1,0,44,0,21,0,14,CLE,1,2,0,18,0,11,0,12,False
58,DET,0,3,28,0,15,0,20,0,KCA,0,2,15,0,9,0,18,0,True
59,HOU,3,1,0,38,0,22,0,11,BAL,1,2,11,0,5,0,14,0,True
60,OAK,1,3,32,0,14,0,20,0,TEX,1,3,25,0,10,0,22,0,True
61,TOR,2,2,28,0,14,0,16,0,CHA,2,0,0,22,0,18,0,9,True
62,ARI,3,1,39,0,26,0,18,0,LAN,2,3,24,19,11,7,2,8,True
63,ATL,2,2,41,0,26,0,18,0,WAS,4,0,0,38,0,29,0,11,True
64,MIA,2,3,48,0,20,0,24,0,BOS,4,1,0,40,0,16,0,12,False
65,MIL,3,1,8,33,4,17,7,10,SLN,2,2,0,35,0,19,0,19,True
66,NYN,2,1,30,0,15,0,11,0,PHI,1,2,0,22,0,12,0,21,True
67,SDN,0,4,32,0,14,0,21,0,COL,2,2,0,37,0,19,0,21,True
68,SFN,2,2,0,25,0,2,0,12,SEA,2,1,24,0,12,0,11,0,False
69,ANA,3,2,6,44,0,21,5,14,CLE,2,2,0,25,0,16,0,12,True
70,DET,1,3,38,0,21,0,21,0,KCA,0,3,15,5,9,1,18,6,False
71,HOU,4,1,11,38,6,22,1,11,BAL,1,3,11,6,5,1,14,6,True
72,NYA,2,2,0,28,0,17,0,14,TBA,1,3,24,0,9,0,9,0,True
73,OAK,2,3,41,0,17,0,21,0,TEX,1,4,25,7,10,1,22,3,False
74,TOR,3,2,32,0,18,0,18,0,CHA,2,1,0,28,0,20,0,13,True
75,ARI,4,1,47,0,32,0,19,0,LAN,2,4,24,23,11,8,2,14,True
76,ATL,3,2,56,0,39,0,23,0,WAS,4,1,0,47,0,35,0,24,True
77,MIL,4,1,20,33,9,17,11,10,SLN,2,3,0,45,0,23,0,24,False
78,NYN,3,1,37,0,17,0,11,0,PHI,1,3,0,25,0,12,0,23,True
79,PIT,4,0,5,33,5,19,4,16,MIN,2,2,0,34,0,16,0,10,False
80,SDN,1,4,40,0,22,0,25,0,COL,2,3,0,43,0,23,0,29,False
81,SFN,2,3,9,25,4,2,6,12,SEA,3,1,24,12,12,6,11,4,True
82,ANA,4,2,19,44,12,21,7,14,CLE,2,3,0,26,0,18,0,25,True
83,HOU,5,1,21,38,16,22,5,11,BAL,1,4,11,18,5,7,14,16,True
84,NYA,3,2,11,28,10,17,4,14,TBA,1,4,24,7,9,4,9,10,True
85,OAK,2,4,49,0,18,0,25,0,TEX,2,4,25,17,10,5,22,4,True
86,TOR,4,2,47,0,31,0,23,0,CHA,2,2,0,38,0,25,0,26,False
87,MIL,4,2,25,33,9,17,14,10,CHN,2,3,0,40,0,18,0,18,False
88,PHI,1,4,0,30,0,13,0,27,MIA,2,4,57,0,22,0,28,0,True
89,PIT,4,1,13,33,8,19,11,16,CIN,1,3,31,0,12,0,21,0,True
90,SDN,1,5,46,0,23,0,30,0,COL,3,3,0,52,0,28,0,30,False
91,SLN,3,3,0,54,0,28,0,24,ARI,5,1,54,0,35,0,19,0,False
92,WAS,4,2,0,53,0,36,0,27,NYN,4,1,42,0,21,0,13,0,False
93,BOS,5,1,0,52,0,20,0,14,TBA,1,5,24,13,9,6,9,17,True
94,CHA,3,2,0,46,0,29,0,28,DET,1,4,41,0,21,0,22,0,False
95,MIN,3,2,0,43,0,23,0,13,SEA,3,2,24,22,12,7,11,14,True
96,NYA,4,2,18,28,17,17,6,14,BAL,1,5,11,26,5,8,14,18,False
97,OAK,3,4,58,0,23,0,27,0,TEX,2,5,25,21,10,7,22,7,False
98,COL,4,3,0,56,0,31,0,31,ATL,4,2,63,0,45,0,24,0,False
99,MIL,4,3,29,33,9,17,21,10,CHN,3,3,0,53,0,25,0,18,True
100,PIT,5,1,22,33,12,19,13,16,CIN,1,4,31,5,12,1,21,4,True
101,ANA,5,2,25,44,15,21,9,14,OAK,3,5,70,0,26,0,32,0,True
102,CLE,2,4,0,33,0,20,0,28,KCA,1,3,15,10,9,2,18,6,True
103,HOU,6,1,28,38,19,22,6,11,SDN,1,6,52,0,24,0,30,0,False
104,NYA,4,3,22,28,19,17,11,14,BAL,2,5,11,36,5,13,14,20,False
105,TEX,3,5,25,31,10,11,22,10,TOR,4,3,53,0,34,0,27,0,False
106,COL,4,4,7,56,3,31,8,31,ATL,5,2,63,11,45,8,24,3,True
107,MIL,5,3,41,33,14,17,25,10,CHN,3,4,0,60,0,28,0,23,False
108,PHI,2,4,6,30,5,13,0,27,MIA,2,5,57,4,22,0,28,5,True
109,PIT,6,1,37,33,25,19,16,16,CIN,1,5,31,18,12,4,21,17,False
110,SFN,3,3,21,25,13,2,7,12,LAN,2,5,24,24,11,8,2,17,True
111,SLN,3,4,2,54,1,28,3,24,ARI,6,1,54,9,35,3,19,1,True
112,WAS,4,3,6,53,1,36,8,27,NYN,5,1,42,8,21,7,13,1,False
113,ANA,6,2,39,44,25,21,18,14,OAK,3,6,70,13,26,8,32,8,False
114,BOS,6,1,10,52,3,20,2,14,TBA,1,6,24,19,9,8,9,20,True
115,CHA,3,3,11,46,7,29,9,28,DET,2,4,41,17,21,9,22,7,False
116,CLE,3,4,4,33,3,20,2,28,KCA,1,4,15,17,9,4,18,9,False
117,HOU,6,2,32,38,20,22,9,11,SDN,2,6,52,13,24,3,30,1,True
118,MIN,4,2,8,43,4,23,1,13,SEA,3,3,24,30,12,9,11,18,False
119,NYA,4,4,29,28,22,17,17,14,BAL,3,5,11,45,5,20,14,23,True
120,TEX,3,6,38,31,15,11,29,10,TOR,5,3,53,9,34,7,27,5,True
121,COL,5,4,17,56,6,31,10,31,ATL,5,3,63,19,45,10,24,6,False
122,MIL,5,4,45,33,16,17,28,10,CHN,4,4,0,68,0,33,0,25,False
123,PHI,3,4,26,30,25,13,1,27,MIA,2,6,57,9,22,0,28,25,False
124,PIT,6,2,45,33,29,19,23,16,CIN,2,5,31,29,12,11,21,21,True
125,SFN,4,3,38,25,20,2,11,12,LAN,2,6,24,36,11,12,2,24,False
126,SLN,4,4,12,54,6,28,5,24,ARI,6,2,54,14,35,6,19,6,False
127,WAS,4,4,11,53,3,36,11,27,NYN,6,1,42,16,21,10,13,2,False
128,ANA,6,3,46,44,28,21,25,14,OAK,4,6,70,20,26,15,32,11,True
129,BOS,7,1,19,52,13,20,5,14,TBA,1,7,24,25,9,11,9,30,True
130,CHA,3,4,19,46,8,29,15,28,DET,3,4,41,23,21,15,22,8,False
131,CLE,3,5,10,33,3,20,3,28,KCA,2,4,15,20,9,5,18,9,True
132,HOU,7,2,38,38,21,22,9,11,SDN,2,7,52,19,24,3,30,2,True
133,NYA,5,4,40,28,30,17,20,14,BAL,3,6,11,51,5,23,14,31,False
134,TEX,4,6,46,31,20,11,30,10,TOR,5,4,53,11,34,8,27,10,False
135,COL,5,5,23,56,6,31,14,31,SDN,2,8,52,23,24,4,30,6,False
136,MIA,3,6,57,16,22,6,28,28,NYN,7,1,42,25,21,16,13,7,False
137,PHI,3,5,33,30,28,13,6,27,CIN,2,6,31,30,12,11,21,26,True
138,SFN,4,4,46,25,21,2,13,12,ARI,7,2,54,21,35,10,19,7,False
139,SLN,4,5,17,54,7,28,9,24,MIL,5,5,48,33,16,17,30,10,False
140,WAS,4,5,24,53,8,36,17,27,ATL,6,3,63,27,45,14,24,6,True
141,BAL,4,6,11,67,5,31,14,35,TOR,6,4,53,22,34,15,27,14,False
142,CHA,3,5,22,46,8,29,15,28,TBA,1,8,24,36,9,18,9,38,False
143,CLE,4,5,14,33,6,20,4,28,DET,4,4,41,25,21,16,22,8,True
144,KCA,2,5,15,30,9,6,18,11,SEA,4,3,24,42,12,19,11,22,True
145,MIN,4,3,17,43,8,23,12,13,HOU,8,2,44,38,25,22,9,11,False
146,TEX,4,7,55,31,24,11,35,10,ANA,7,3,53,44,34,21,26,14,False
147,CHN,5,4,0,75,0,35,0,25,PIT,7,2,56,33,34,19,23,16,False
148,COL,5,6,30,56,12,31,21,31,SDN,3,8,52,36,24,11,30,12,False
149,LAN,3,6,24,46,11,14,2,25,OAK,4,7,70,23,26,16,32,17,True
150,MIA,3,7,66,16,24,6,31,28,NYN,8,1,42,31,21,19,13,8,False
151,PHI,4,5,39,30,34,13,11,27,CIN,2,7,31,41,12,16,21,30,True
152,SFN,4,5,51,25,22,2,15,12,ARI,8,2,54,26,35,12,19,8,True
153,SLN,4,6,25,54,11,28,14,24,MIL,6,5,48,44,16,22,30,14,True
154,WAS,5,5,30,53,10,36,17,27,ATL,6,4,63,29,45,14,24,8,True
155,BAL,4,7,20,67,6,31,21,35,TOR,7,4,53,32,34,22,27,15,False
156,BOS,8,1,30,52,21,20,12,14,NYA,5,5,56,28,37,17,28,14,True
157,CHA,3,6,31,46,12,29,20,28,TBA,2,8,24,50,9,23,9,41,False
158,CLE,5,5,18,33,8,20,4,28,DET,4,5,41,27,21,16,22,10,True
159,KCA,3,5,28,30,18,6,18,11,SEA,4,4,24,44,12,19,11,32,False
160,MIN,4,4,23,43,8,23,14,13,HOU,9,2,44,45,25,24,9,11,True
161,TEX,4,8,63,31,27,11,42,10,ANA,8,3,53,57,34,29,26,17,False
162,CHN,5,5,10,75,5,35,8,25,PIT,8,2,56,45,34,27,23,21,True
163,COL,5,7,35,56,14,31,26,31,SDN,4,8,52,46,24,16,30,12,True
164,LAN,4,6,35,46,15,14,2,25,OAK,4,8,70,28,26,16,32,21,False
165,MIA,3,8,77,16,30,6,38,28,NYN,9,1,42,40,21,27,13,14,False
166,PHI,5,5,45,30,40,13,12,27,CIN,2,8,31,44,12,17,21,36,True
167,SFN,5,5,59,25,26,2,19,12,ARI,8,3,54,32,35,16,19,12,False
168,SLN,5,6,34,54,15,28,17,24,MIL,6,6,48,55,16,25,30,19,False
169,WAS,6,5,38,53,13,36,18,27,ATL,6,5,63,34,45,15,24,10,False
170,BAL,4,8,23,67,7,31,22,35,TOR,8,4,53,39,34,23,27,16,True
171,BOS,9,1,41,52,34,20,13,14,NYA,5,6,56,38,37,18,28,22,False
172,CHA,3,7,37,46,17,29,25,28,TBA,3,8,24,61,9,28,9,43,True
173,CLE,6,5,22,33,10,20,5,28,DET,4,6,41,33,21,17,22,12,True
174,KCA,3,6,35,30,21,6,26,11,SEA,5,4,24,53,12,27,11,35,False
175,MIN,5,4,31,43,12,23,15,13,HOU,9,3,44,52,25,25,9,15,True
176,TEX,4,9,70,31,28,11,53,10,ANA,9,3,53,75,34,39,26,18,False
177,CHN,6,5,26,75,17,35,13,25,PIT,8,3,56,53,34,32,23,34,False
178,CIN,2,9,31,55,12,20,21,39,SLN,5,7,41,54,17,28,20,24,False
179,SDN,4,9,52,52,24,19,30,15,SFN,5,6,65,25,29,2,26,12,False
180,WAS,6,6,48,53,16,36,23,27,COL,6,7,44,56,19,31,29,31,False
181,BOS,9,2,51,52,40,20,23,14,NYA,6,6,56,50,37,28,28,29,True
182,CLE,7,5,32,33,15,20,6,28,DET,4,7,41,36,21,18,22,17,True
183,KCA,3,7,42,30,23,6,29,11,ANA,10,3,53,84,34,46,26,20,False
184,MIN,6,4,40,43,21,23,22,13,CHA,4,7,45,46,19,29,26,28,True
185,CHN,6,6,33,75,18,35,19,25,ATL,7,5,63,45,45,20,24,13,False
186,CIN,2,10,38,55,15,20,34,39,SLN,6,7,41,67,17,41,20,27,False
187,LAN,4,7,47,46,21,14,18,25,ARI,9,3,54,41,35,23,19,15,False
188,MIA,3,9,79,16,31,6,42,28,PIT,9,3,56,62,34,38,23,35,True
189,NYN,10,1,42,45,21,31,13,15,MIL,7,6,48,63,16,28,30,21,True
190,SDN,4,10,53,52,24,19,33,15,SFN,6,6,65,35,29,7,26,12,True
191,WAS,6,7,52,53,17,36,27,27,COL,7,7,44,65,19,35,29,32,False
192,BOS,10,2,59,52,46,20,26,14,BAL,5,8,34,67,12,31,25,35,True
193,CLE,8,5,47,33,23,20,9,28,TOR,8,5,53,46,34,26,27,21,False
194,DET,4,8,41,45,21,21,22,23,NYA,6,7,56,55,37,31,28,35,False
195,HOU,9,4,44,65,25,32,9,24,TEX,4,10,75,31,30,11,58,10,True
196,KCA,3,8,51,30,24,6,36,11,ANA,11,3,53,99,34,53,26,21,False
197,SEA,6,4,24,59,12,30,11,37,OAK,5,8,70,49,26,31,32,26,True
198,TBA,3,9,24,65,9,29,9,45,PHI,6,5,51,30,44,13,15,27,False
199,CHN,6,7,37,75,18,35,23,25,ATL,8,5,63,57,45,23,24,13,True
200,CIN,2,11,45,55,18,20,39,39,SLN,7,7,41,80,17,46,20,30,False
201,LAN,4,8,58,46,28,14,23,25,ARI,10,3,54,51,35,29,19,22,False
202,MIA,4,9,93,16,35,6,44,28,PIT,9,4,56,67,34,40,23,41,False
203,NYN,11,1,51,45,26,31,17,15,MIL,7,7,48,73,16,33,30,27,False
204,SDN,5,10,61,52,29,19,33,15,SFN,6,7,65,45,29,8,26,16,True
205,WAS,6,8,56,53,18,36,28,27,COL,8,7,44,70,19,37,29,33,True
206,BOS,11,2,70,52,51,20,29,14,BAL,5,9,34,76,12,34,25,42,True
207,HOU,10,4,52,65,27,32,11,24,TEX,4,11,75,37,30,13,58,12,False
208,KCA,3,9,62,30,27,6,41,11,ANA,12,3,53,112,34,58,26,24,False
209,SEA,7,4,35,59,19,30,15,37,OAK,5,9,70,57,26,35,32,33,True
210,TBA,3,10,28,65,10,29,11,45,PHI,7,5,51,37,44,15,15,28,False
211,CIN,2,12,52,55,19,20,45,39,SLN,8,7,41,88,17,52,20,31,False
212,LAN,4,9,66,46,29,14,32,25,ARI,11,3,54,61,35,38,19,23,True
213,MIA,4,10,91,16,31,6,38,28,PIT,10,4,56,72,34,41,23,41,False
214,NYN,11,2,54,45,27,31,22,15,MIL,8,7,48,82,16,38,30,28,True
215,SDN,6,10,72,52,34,19,37,15,SFN,6,8,65,54,29,12,26,21,True
216,WAS,7,8,68,53,24,36,30,27,COL,8,8,44,72,19,39,29,39,False
217,BOS,12,2,85,52,60,20,32,14,BAL,5,10,34,85,12,37,25,50,True
218,HOU,10,5,60,65,32,32,17,24,TEX,5,11,75,48,30,19,58,17,False
219,SEA,8,4,52,59,28,30,23,37,OAK,5,10,70,67,26,43,32,42,False
220,TBA,3,11,36,65,14,29,19,45,PHI,8,5,51,50,44,24,15,31,False
221,ATL,8,6,63,72,45,33,24,25,PHI,9,5,51,58,44,34,15,34,True
222,MIL,8,8,48,86,16,38,30,31,CIN,2,13,57,55,21,20,48,39,False
223,NYN,12,2,61,45,30,31,22,15,WAS,7,9,73,53,26,36,36,27,False
224,PIT,11,4,56,85,34,48,23,44,COL,9,8,44,69,19,43,29,34,False
225,SDN,7,10,77,52,42,19,36,15,LAN,5,9,74,46,36,14,34,25,False
226,NYA,7,7,56,66,37,38,28,41,MIA,4,11,86,16,32,6,44,28,True
227,OAK,6,10,70,74,26,45,32,43,CHA,4,8,45,49,19,29,26,31,True
228,SEA,8,5,54,59,29,30,25,37,HOU,10,6,63,65,33,32,20,24,True
229,TBA,3,12,47,65,18,29,26,45,TEX,6,11,75,53,30,22,58,18,True
230,ARI,11,4,54,65,35,40,19,29,SFN,6,9,65,61,29,13,26,30,True
231,ATL,9,6,67,72,46,33,25,25,PHI,9,6,51,64,44,35,15,36,False
232,CHN,7,7,47,75,30,35,32,25,SLN,9,7,41,93,17,55,20,33,False
233,MIL,8,9,55,86,19,38,40,31,CIN,3,13,57,69,21,30,48,43,True
234,NYN,12,3,71,45,36,31,30,15,WAS,8,9,73,63,26,44,36,32,False
235,PIT,11,5,60,85,36,48,29,44,COL,10,8,44,66,19,41,29,27,False
236,SDN,7,11,71,52,39,19,40,15,LAN,6,9,74,55,36,24,34,28,False
237,ANA,13,3,53,121,34,63,26,27,BOS,13,2,95,52,62,20,33,14,False
238,DET,4,9,53,45,27,21,29,23,BAL,5,11,34,88,12,38,25,51,True
239,MIN,7,4,47,43,25,23,22,13,CLE,8,6,59,33,27,20,16,28,False
240,NYA,8,7,71,66,49,38,28,41,MIA,4,12,86,21,32,7,44,40,False
241,OAK,7,10,78,74,32,45,33,43,CHA,4,9,45,55,19,30,26,37,True
242,SEA,9,5,60,59,31,30,26,37,HOU,10,7,63,68,33,33,20,26,False
243,TBA,4,12,60,65,24,29,30,45,TEX,6,12,75,61,30,26,58,25,False
244,TOR,9,5,53,53,34,34,27,25,KCA,3,10,68,30,29,6,45,11,True
245,TOR,10,5,66,53,45,34,30,25,KCA,3,11,68,41,29,8,45,18,True
246,ARI,12,4,57,65,36,40,19,29,SFN,6,10,65,62,29,13,26,31,False
247,ATL,9,7,75,72,47,33,30,25,PHI,10,6,51,72,44,40,15,37,True
248,MIL,9,9,63,86,21,38,40,31,CIN,3,14,57,72,21,30,48,45,True
249,NYN,12,4,82,45,38,31,35,15,WAS,9,9,73,73,26,49,36,34,True
250,PIT,11,6,65,85,36,48,31,44,COL,11,8,44,65,19,41,29,27,True
251,SDN,7,12,70,52,38,19,40,15,LAN,7,9,74,66,36,31,34,30,False
252,ANA,13,4,57,121,35,63,36,27,BOS,14,2,95,67,62,30,33,15,False
253,DET,5,9,62,45,30,21,31,23,BAL,5,12,34,88,12,39,25,49,True
254,MIN,7,5,53,43,26,23,28,13,CLE,9,6,59,45,27,26,16,29,True
255,OAK,8,10,91,74,42,45,35,43,CHA,4,10,45,63,19,32,26,47,True
256,SEA,9,6,63,59,32,30,30,37,HOU,11,7,63,77,33,37,20,27,False
257,TBA,4,13,67,65,25,29,37,45,TEX,7,12,75,73,30,33,58,26,True
258,TOR,11,5,75,53,50,34,34,25,KCA,3,12,68,51,29,12,45,23,True
259,ARI,12,5,67,65,39,40,23,29,SFN,7,10,65,71,29,17,26,34,True
260,ATL,10,7,86,72,53,33,32,25,NYN,13,4,78,45,41,31,36,15,True
261,CHN,7,8,53,75,33,35,37,25,SLN,10,7,41,94,17,56,20,27,True
262,MIL,10,9,71,86,23,38,40,31,MIA,5,12,86,31,32,15,44,41,True
263,PHI,10,7,51,72,44,37,15,37,PIT,12,6,78,85,46,48,33,44,True
264,ANA,13,5,63,121,35,63,45,27,BOS,15,2,95,81,62,39,33,15,False
265,DET,6,9,75,45,36,21,36,23,BAL,5,13,34,83,12,38,25,45,True
266,NYA,8,8,75,66,50,38,35,41,TOR,12,5,90,53,63,34,39,25,True
267,SEA,9,7,68,59,33,30,36,37,HOU,12,7,63,89,33,43,20,27,False
268,ARI,13,5,74,65,42,40,24,29,SDN,7,13,70,52,38,19,44,15,False
269,ATL,11,7,99,72,65,33,36,25,NYN,13,5,78,51,41,35,36,27,False
270,COL,11,9,44,60,19,36,29,33,CHN,8,8,67,75,41,35,40,25,False
271,LAN,8,9,74,84,36,42,34,34,WAS,9,10,73,78,26,54,36,45,False
272,MIL,11,9,76,86,29,38,36,31,MIA,5,13,86,36,32,18,44,53,True
273,PHI,11,7,60,72,51,37,15,37,PIT,12,7,78,87,46,48,33,51,True
274,SLN,10,8,41,92,17,57,20,29,CIN,3,15,57,75,21,30,48,47,True
275,ANA,13,6,67,121,37,63,52,27,SFN,7,11,65,68,29,17,26,37,False
276,BAL,5,14,34,89,12,45,25,54,CLE,9,7,59,57,27,27,16,30,True
277,CHA,4,11,45,80,19,43,26,59,HOU,13,7,63,95,33,48,20,28,False
278,DET,7,9,93,45,49,21,44,23,KCA,3,13,68,59,29,17,45,36,True
279,DET,8,9,99,45,52,21,46,23,KCA,3,14,68,71,29,19,45,39,False
280,NYA,9,8,83,66,54,38,36,41,TOR,12,6,90,59,63,36,39,29,False
281,OAK,9,10,95,74,48,45,41,43,BOS,16,2,95,95,62,47,33,17,False
282,TBA,5,13,76,65,29,29,39,45,MIN,8,5,66,43,28,23,29,13,True
283,TEX,7,13,75,79,30,35,58,30,SEA,9,8,75,59,35,30,45,37,False
284,ARI,13,6,75,65,43,40,26,29,SDN,8,13,70,57,38,21,44,16,True
285,ATL,11,8,98,72,61,33,35,25,NYN,14,5,78,60,41,40,36,30,True
286,COL,11,10,55,60,23,36,44,33,CHN,9,8,67,93,41,49,40,30,True
287,LAN,8,10,80,84,38,42,39,34,WAS,10,10,73,88,26,59,36,47,True
288,MIL,12,9,74,86,31,38,32,31,MIA,5,14,86,42,32,18,44,60,True
289,PHI,12,7,68,72,53,37,16,37,PIT,12,8,78,76,46,38,33,43,True
290,SLN,11,8,49,92,21,57,22,29,CIN,3,16,57,79,21,31,48,47,True
291,ANA,13,7,72,121,38,63,60,27,SFN,8,11,65,75,29,24,26,38,True
292,BAL,6,14,40,89,15,45,26,54,CLE,9,8,59,63,27,28,16,33,False
293,CHA,4,12,47,80,19,43,36,59,HOU,14,7,63,103,33,56,20,23,False
294,DET,8,10,90,45,45,21,37,23,KCA,4,14,68,77,29,21,45,41,True
295,NYA,9,9,94,66,59,38,44,41,TOR,13,6,90,68,63,44,39,34,True
296,OAK,9,11,98,74,50,45,46,43,BOS,17,2,95,106,62,54,33,20,True
297,TBA,6,13,83,65,29,29,42,45,MIN,8,6,66,50,28,30,29,20,True
298,TEX,7,14,75,79,32,35,60,30,SEA,10,8,75,73,35,36,45,39,False
299,ARI,14,6,73,65,41,40,26,29,SDN,8,14,70,66,38,23,44,22,True
300,COL,12,10,60,60,28,36,46,33,CHN,9,9,67,90,41,43,40,32,False
301,LAN,9,10,81,84,42,42,38,34,WAS,10,11,73,84,26,57,36,51,True
302,MIL,13,9,76,86,36,38,34,31,MIA,5,15,86,51,32,23,44,65,True
303,PHI,13,7,75,72,58,37,18,37,PIT,12,9,78,78,46,39,33,48,True
304,SLN,12,8,57,92,25,57,25,29,CIN,3,17,57,73,21,31,48,38,True
305,ANA,14,7,72,121,42,63,58,27,SFN,8,12,65,73,29,27,26,39,False
306,BAL,6,15,42,89,15,45,30,54,CLE,10,8,59,72,27,32,16,33,False
307,CHA,4,13,51,80,20,43,46,59,HOU,15,7,63,102,33,57,20,21,False
308,DET,9,10,104,45,57,21,38,23,KCA,4,15,68,83,29,24,45,47,False
309,NYA,10,9,92,66,57,38,41,41,TOR,13,7,90,72,63,45,39,40,True
310,OAK,10,11,97,74,50,45,39,43,BOS,17,3,95,98,62,50,33,17,True
311,TBA,7,13,91,65,39,29,42,45,MIN,8,7,66,59,28,31,29,30,True
312,TEX,7,15,75,79,34,35,68,30,SEA,11,8,75,86,35,45,45,46,True
313,CIN,3,18,57,67,21,26,48,43,ATL,12,8,97,72,61,33,33,25,True
314,COL,12,11,72,60,34,36,55,33,SDN,8,15,70,69,38,25,44,26,False
